Local-Cluster,2
N.Texas,9
Texas,3148
Texas Statewide,31480
TX-OK,3175
NTX Wide,8205
BM Texas,9000
N.America,3
Worldwide,1
WW Eng,13
BM WW,91
DCI Bridge,3100
TAC 310,310
Parrot,9998
Audio Test,9999
AMSAT,98006
TGIF,31665
